hospital_id,hospital_name,address,district,state,latitude,longitude,contact,specialties,facilities,emergency_services,hospital_category,total_num_beds,number_doctor
HOSP-362,(Eye Blind) Eye Hospital,"Near Mahatma Gandhi Inter College, Bank Road, Gorakhpur, Uttar Pradesh",Gorakhpur,Uttar Pradesh,26.7723,83.406545,+91-9279182318,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",yes,private,269,48
HOSP-363,Adarsh Poly Clinic and Nursing Home,"Harhwa Fatak, Near Railway Crossing, Gorakhpur, Uttar Pradesh",Gorakhpur,Uttar Pradesh,26.684913,83.417348,+91-7445662585,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,282,50
HOSP-364,Sood General and Maternity Hospital,"(Near Truck Union) Meerut Road, Karnal, Haryana",Karnal,Haryana,28.910456,77.54441,+91-6438989805,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,295,53
HOSP-365,Jeevan Deep Hospital,"Near Meerut Road, Bypass,Delhi Road, Baghpat, Uttar Pradesh",Baghpat,Uttar Pradesh,28.929715,77.750345,+91-6398340369,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,58,10
HOSP-366,Dev Bhumi Nursing Home,"Meerut Road,Near Bus Stand Beleni, Baghpat, Uttar Pradesh",Baghpat,Uttar Pradesh,28.984884,77.758339,+91-7631775357,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",yes,private,71,12
HOSP-367,Jai Nursing Home,"2-G Sewa Nagar Meerut Road, Ghaziabad, Uttar Pradesh",Ghaziabad,Uttar Pradesh,28.933199,77.737744,+91-6415393687,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,84,15
HOSP-368,Shri Ram Murti Smarak Institute Of Medical Sciences,"Shri Ram Murti Smarak Institute Of Medical Sciences Bareilly, Bahraich, Uttar Pradesh",Bahraich,Uttar Pradesh,28.439557,79.387247,+91-7541804686,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",yes,private,97,17
HOSP-369,Advanced Neo-Paed Care Centre,"1162,Jankapuri Opp-Prabhat Nagar, Bareilly, Uttar Pradesh",Bareilly,Uttar Pradesh,28.342945,79.421456,+91-9639960595,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,110,19
HOSP-370,"Ark No. 4, Hospital","Opposite City Railway Station, Malgodam, Bareilly, Uttar Pradesh",Bareilly,Uttar Pradesh,28.448147,79.276736,+91-7477278577,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",yes,private,123,22
HOSP-371,Ashok Kiran Hospital,"C 8, Rampur Garden, Bareilly, Uttar Pradesh",Bareilly,Uttar Pradesh,28.391402,79.391564,+91-8592983555,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,136,24
HOSP-372,Vivekananda Kendra-Nrl Hospital,"Nrl Township. Post : Numaligarh Refinery Complex, Golaghat, Assam",Golaghat,Assam,27.914523,78.17158,+91-7136108454,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,149,26
HOSP-373,Dr. Prabhudayal Arya Hospital,"Aligarh Road, Palwal, Haryana",Palwal,Haryana,27.781442,78.212813,+91-9466589567,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,162,29
HOSP-374,A K G Surgical Center,"No. 225, Avas Vikas Colony, Masoodabad Chouraha, G.T.Road, Aligarh, Uttar Pradesh",Aligarh,Uttar Pradesh,27.915161,77.995561,+91-6186618211,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",yes,private,175,31
HOSP-375,Aligarh Hospitaland Maternity Centre,"Kala Nagar Ceossing, Aligarh, Uttar Pradesh",Aligarh,Uttar Pradesh,28.053129,78.039578,+91-9134174160,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,188,33
HOSP-376,Jhansi Nursing Home,"Adhanki Road, Prakasam Road",Prakasam,Andhra Pradesh,25.441198,78.528846,+91-7973214822,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",yes,private,201,36
HOSP-377,Sairam Children and Maternity Nursing Home,"Guntuka Coplex, Opp Laxmi A/C Theatre Jhansi Road, Koratla, Karimnagar, Telangana",Karimnagar,Telangana,25.547948,78.546542,+91-8303082117,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,214,38
HOSP-378,Arogya Sadan Hospital,"Avas Vikas Colony, Jhansi, Uttar Pradesh",Jhansi,Uttar Pradesh,25.448066,78.539423,+91-6536124280,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",yes,private,227,40
HOSP-379,Dr. Subhash Chandra Gupta,"Thane Road, Mirganj, Gopalganj, Bihar",Gopalganj,Bihar,18.935753,72.875042,+91-9961228449,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,240,43
HOSP-380,Joint and Spine Care,"Apna Bazar , Ljalna Road, Aurangabad, Nasik , Mumbai, Ahmednagar, Maharashtra",Ahmednagar,Maharashtra,19.100654,72.871138,+91-7625792787,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",yes,private,253,45
HOSP-381,Smt.Laxmiben Dhanji Devshi Health Centre,"Near Dongri Market Mumbai, Latur, Maharashtra",Latur,Maharashtra,19.229882,72.854618,+91-6338444264,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,266,47
HOSP-382,Apex Kidney Care Pvt. Ltd.,"C/0. Sushrut Hosptial, 2Nd Fllor, Swastik Park, Near Kach Gujar Hall, Chembur (E), Mumbai, Maharashtra",Mumbai,Maharashtra,19.05249,72.828716,+91-8370996465,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,private,279,50
HOSP-383,Varachha General Hospital,"#17-26, Samarth Park,Near Archana School,Pune - Bombay Market Road, Surat, Gujarat",Surat,Gujarat,18.55907,73.823086,+91-7259191105,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,292,52
HOSP-384,Ambika Nursing Home,"Kedgaon ,Nagar - Pune Road, Ahmednagar, Maharashtra",Ahmednagar,Maharashtra,18.46492,73.802182,+91-9562265906,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",yes,private,55,9
HOSP-385,Sukhakarta Hospital,"Balaji Colony,Nagar-Pune Highway,Kedgaon, Ahmednagar, Maharashtra",Ahmednagar,Maharashtra,18.369212,73.833718,+91-8699987374,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,68,12
HOSP-386,Shri Sai Clinic and Hospital,"Ai Javan Chouk, Nashik-Pune Highway, Sangamner, Ahmednagar, Maharashtra",Ahmednagar,Maharashtra,18.510071,73.806192,+91-8656522106,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",yes,private,81,14
HOSP-387,Chootanagpur Nursing Home,"Karam Toli Chowk, Ranchi, Jharkhand",Ranchi,Jharkhand,21.118349,79.033288,+91-9802986287,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,94,16
HOSP-388,Suvidha Poly Clinic And Research Centre,"230 Madan Mahal Nagpur Road, Jabalpur, Madhya Pradesh",Jabalpur,Madhya Pradesh,21.146085,79.062151,+91-9701002945,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",yes,private,107,19
HOSP-389,Apex Hospital And Research Centre - Jabalpur,"94 - Nehru Nagar, Opposite Medical College , Nagpur Road, Jabalpur, Madhya Pradesh",Jabalpur,Madhya Pradesh,21.307392,79.086517,+91-7553210608,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,120,21
HOSP-390,Ladukar Hospital,"Nagpur Road, Chandrapur",Chandrapur,Maharashtra,21.157946,79.143443,+91-8479708607,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",yes,private,133,23
HOSP-391,Amale Hospital,"2 Floor, OppositeNimani Bus Stand, Surya Complex, Panchvati, Nashik, Maharashtra",Nashik,Maharashtra,20.103562,73.684958,+91-6825873196,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,146,26
HOSP-392,Anand Hospital and Premature Baby Care Centre,"293, Tilak Road, Nashik, Maharashtra",Nashik,Maharashtra,20.001038,73.78703,+91-9026113008,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",yes,private,159,28
HOSP-393,Ankur Fertility and Endoscopy Centre Pvt.Ltd,"Opposite Ved Mandir,Off Trimbak Road, Nashik, Maharashtra",Nashik,Maharashtra,19.996843,73.767008,+91-6298737106,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,172,30
HOSP-394,Arihant Hospital,"Behind Wasan Showroom, Mumbai Naka, Nashik, Maharashtra",Nashik,Maharashtra,19.997453,73.789802,+91-6196814233,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",yes,private,185,33
HOSP-395,Aastha Nursing Home,"Beside Samrat Hotel, Ramesh Chowk, Aurangabad, Bihar",Aurangabad,Bihar,19.753754,75.233255,+91-8840104345,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,198,35
HOSP-396,Haddi and Dental Hospital,"M.G.Road, Aurangabad, Bihar",Aurangabad,Bihar,19.876165,75.343314,+91-6978815630,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,211,37
HOSP-397,Health World,"M G Road, Aurangabad, Bihar",Aurangabad,Bihar,19.876165,75.343314,+91-9320303242,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,224,40
HOSP-398,Pulse Women Hospital,"M.G.Road, Aurangabad, Bihar",Aurangabad,Bihar,19.876165,75.343314,+91-7242911821,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",yes,private,237,42
HOSP-399,Child Hospital and Premature Care Centre / Niramay Bal Rugnalay,"201 Chandraganga Apartment, 3Rd Lane, Shahupuri, Kolhapur, Maharashtra",Kolhapur,Maharashtra,16.700878,74.235203,+91-6342703921,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,250,45
HOSP-400,Chougule Hospital,"817, `E` Ward, Shahupuri 5Th Lane, Kolhapur, Maharashtra",Kolhapur,Maharashtra,16.699983,74.236553,+91-9673561638,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",yes,private,263,47
HOSP-401,Dr Prasad S Desai Hospital,"071E , 2Nd Lane , Shahpuri, Kolhapur, Maharashtra",Kolhapur,Maharashtra,16.728034,74.270335,+91-6999829240,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,276,49
HOSP-402,Grace Heart and Health Foundation,"Venkateshwara Heights Office No O-1 1St Floor E Ward Sykes Extension Shahupuri Rajarampuri Main Road, Kolhapur, Maharashtra",Kolhapur,Maharashtra,16.650897,74.223673,+91-9721519026,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",yes,private,289,52
HOSP-403,Sri Sai Raghavendra Super Specialities Hospital,"8-5-19/1, Ontimamidi Junction, Gandhinagar, Kakinada, East Godavari, Andhra Pradesh",East Godavari,Andhra Pradesh,23.013653,72.524815,+91-6433797840,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,52,9
HOSP-404,Sri Sankar Nursing Home,"Besides Sankar Theatre, V.V. Meraka- Gandhinagar, Malikipuram Post, East Godavari, Andhra Pradesh",East Godavari,Andhra Pradesh,23.01474,72.66712,+91-7632629719,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",yes,private,65,11
HOSP-405,Noori Mother and Child Hospital,"N.R.P. Road Gandhinagar Near Urvasi Theatre, Krishna, Andhra Pradesh",Krishna,Andhra Pradesh,23.040285,72.543385,+91-7193887545,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,78,14
HOSP-406,Rainbow Children's Hospital,"#24-5-15, Namburivari Street Gandhinagar Vijayawada 520003  Krishna",Krishna,Andhra Pradesh,23.020157,72.586442,"0866    2435599, 2444242,","Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",yes,private,91,16
HOSP-407,"Centre For Sight, Surat","3rd Floor, Samir Appts, Muktanand Nagar Complex, Surat, Gujarat",Surat,Gujarat,21.17024,72.831061,+91-7947382419,Eye Care,"ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,104,18
HOSP-408,Sanjeevani Fracture andAccident Hospital,"Hospital Bipin Complex, Surat, Ahmedabad, Gujarat",Ahmedabad,Gujarat,21.17024,72.831061,+91-8730243887,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",yes,private,117,21
HOSP-409,"Government Medical College, Surat","Majura Gate, Surat, Gujarat",Surat,Gujarat,21.222896,72.886925,+91-9582477022,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,government,130,23
HOSP-410,Surat Municipal Institute of Medical Education and Research,"Near.Sahara Darwaja, OppositeBombay Market, Umarwada, Surat, Gujarat",Surat,Gujarat,21.094697,72.803844,+91-7566942273,"Anatomy, Physiology, Biochemistry, Pathology, Pharmacology, Microbiology, Forensic Medicine and Toxicology, Preventive and Social Medicine, General Medicine, T.B.and Chest, Skin and V.D., Psychiatry, Anesthesiology, Surgery, Orthopedics, Ophthalmology (Eye), E.N.T., Gynaecology and Obstetrics, Peadiatric, Radiodiagnosis, Dentistry, Casualty","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,private,143,25
HOSP-411,Vadodara Institute Of Neurological Sciences,"Chakrawarti Complex.OppositeKiran Park, Nava Vadaj, Ahmedabad, Gujarat",Ahmedabad,Gujarat,22.436573,73.252721,+91-6698594025,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,156,28
HOSP-412,Amardeep Eye Hospital,"Mahavir Chowk, Nr. Sanjivani Hospital, Vadodara, Anand, Gujarat",Anand,Gujarat,22.307159,73.181219,+91-7589915144,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",yes,private,169,30
HOSP-413,Ashwini Medical Centre,"Nr. Community Hall, Off Bhalej Road,Anand, Vadodara",Anand,Gujarat,22.307159,73.181219,+91-7525876051,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,182,32
HOSP-414,Jiwandeep Hospital,"Station Road, Vadodara, Anand, Gujarat",Anand,Gujarat,22.237665,73.088487,+91-6899825838,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",yes,private,195,35
HOSP-415,Pandit Deendayal Upadhyay Medical College (P.D.U Medical College),"Civil Hospital Campus, Jamnagar Road, Rajkot, Gujarat",Rajkot,Gujarat,22.31447,70.790541,+91-8878380452,"Anatomy, Physiology, Biochemistry, Pathology, Microbiology, Pharmacology, Forensic Medicine, Community Medicine (PSM), Medicine, Dermatology, Venereology and Leprosy (D.V.L), Psychiatry, TB and Chest, Surgery, ENT, Ophthalmology (Eye), Orthopedics, Radiology, Anaesthesia, Paediatrics, Gynaecology and Obstetrics, Physiotherapy, Radiation Oncology, Dental","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,government,208,37
HOSP-416,"Centre For Sight, Rajkot","203, Embassy Building, OppositeJubilee Baug, Rajkot, Gujarat",Rajkot,Gujarat,22.303894,70.80216,+91-7146660997,Eye Care,"Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,221,39
HOSP-417,Mayanai Parsutigruh,"44-Mig,Nr Shashtrinagar Deraser,Rajkot Road, Bhavnagar, Gujarat",Bhavnagar,Gujarat,22.251069,70.951167,+91-9014295294,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,234,42
HOSP-418,Aaruni Hospital Pvt Ltd,"Next To Holy Saint School Jaimal Parmar Marg Kalawad Road, Rajkot, Gujarat",Rajkot,Gujarat,22.289229,70.776784,+91-8935814872,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",yes,private,247,44
HOSP-419,Florence Hospital,"Pancharatna Road, Goalpara, Assam",Goalpara,Assam,15.526918,73.800257,03663    242084,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,private,260,46
HOSP-420,Solace Hospital and Research Centre,"Agia Road, Goalpara, Assam",Goalpara,Assam,15.594297,73.908669,240021,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",yes,private,273,49
HOSP-421,Seven Sisters Medical Service Ltd - Goalpara,"Bapuji Nagar, P.O.Aladmari, Goalpara, Assam",Goalpara,Assam,15.401484,73.889691,+91-8783290795,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,286,51
HOSP-422,Dubey Nursing Home,"Subesh Nagar, Goandpara, Bilaspur, Chhattisgarh",Bilaspur,Chhattisgarh,15.619924,73.764675,+91-6306671447,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",yes,private,299,53
HOSP-423,Siloam Eye Centre,"(A Unit Of Lvpei ), Bangalore Road, Madanpalle, Chittoor, Andhra Pradesh",Chittoor,Andhra Pradesh,13.025657,77.456453,+91-8616197747,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,62,11
HOSP-424,Bangalore Super-Speciality Hospital,"40-447-23,Gipson Colony, Opp, Stbc College, Kurnool, Andhra Pradesh",Kurnool,Andhra Pradesh,12.966297,77.53029,+91-8727210979,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",yes,private,75,13
